,City,Person,Number of Views,Description,link,latitude,longitude
127,Jalandhar,Muhammad Zia-ul-Haq,1825867,"Muhammad Zia-ul-Haq (12 August 1924 – 17 August 1988) was a Pakistani four-star general who became the sixth President of Pakistan after declaring martial law in 1977. He served as the head of state from 1978 until his death in 1988. He remains the country’s longest-serving head of state.
Educated at Delhi University, Zia saw action in World War II as a British Indian Army officer in Burma and Malaya, before opting for Pakistan in 1947 and fighting as a tank commander in the Indo-Pakistani War of 1965. In 1970, he led a military training mission to Jordan, proving instrumental to defeating the Black September insurgency against King Hussein. In recognition, Prime Minister Zulfikar Ali Bhutto appointed Zia Chief of Army Staff in 1976. Following civil disorder, Zia deposed Bhutto in a military coup and declared martial law on 5 July 1977. Bhutto was controversially tried by the Supreme Court and executed less than two years later, for allegedly authorising the murder of Nawab Muhammad Ahmed Khan Kasuri, a political opponent.Assuming the presidency in 1978, Zia played a major role in the Soviet–Afghan War. Backed by the United States and Saudi Arabia, Zia systematically coordinated the Afghan mujahideen against the Soviet occupation throughout the 1980s. This culminated in the Soviet Union's withdrawal in 1989, but also led to the proliferation of millions of refugees, with heroin and weaponry into Pakistan's frontier province. On the foreign front, Zia also bolstered ties with China and the United States, and emphasised Pakistan's role in the Islamic world, while relations with India worsened amid the Siachen conflict and accusations that Pakistan was aiding the Khalistan movement. Domestically, Zia passed broad-ranging legislation as part of Pakistan's Islamization, curbed civil liberties, and heightened press censorship. He also escalated Pakistan's atomic bomb project, and instituted industrialisation and deregulation, helping Pakistan's economy become the fastest-growing in South Asia. Averaged over Zia's rule, GDP growth was the highest in the country's history.After lifting martial law and holding non-partisan elections in 1985, Zia appointed Muhammad Khan Junejo Prime Minister but accumulated more presidential powers via the Eighth Amendment to the Constitution. After Junejo signed the Geneva Accords in 1988 against Zia's wishes, and called for an inquiry into the Ojhri Camp disaster, Zia dismissed Junejo's government and announced fresh elections in November 1988. He was killed along with several of his top military officials and two American diplomats in a mysterious plane crash near Bahawalpur on 17 August 1988. To this day, Zia remains a polarising figure in Pakistan's history, credited for preventing wider Soviet incursions into the region as well as economic prosperity, but decried for weakening democratic institutions and passing laws encouraging religious intolerance. He is also cited for promoting the early political career of Nawaz Sharif, who would be thrice elected Prime Minister.",https://en.wikipedia.org/wiki/Muhammad_Zia-ul-Haq,31.29201065,75.56805772253911
128,Jalgaon,Megha Dhade,491280,"Megha Dhade is an Indian actress. In 2018, she participated and became the winner of the first season of Bigg Boss Marathi 1 and later participated in Bigg Boss Hindi as a wild card contestant.",https://en.wikipedia.org/wiki/Megha_Dhade,20.84351185,75.52592658756026
129,Jalna,Raosaheb Danve,137414,"Raosaheb Dadarao Danve (born 18 March 1955) represents Bhartiya Janata Party in 17th Lok Sabha and is a Minister of State Ministry of Consumer Affairs, Food and Public Distribution Modi 2.0 Government formed on 30 May 2019  and President of Bhartiya Janata Party. He won the Jalna Loksabha seat for 5th straight time in 2019 general elections.",https://en.wikipedia.org/wiki/Raosaheb_Danve,19.9182328,75.8686246900443
130,Jammu (city),Mohit Raina,1662566,"Mohit Raina (born 14 August 1982) is an Indian film and television actor. He started his acting career with a science fiction show  Antariksh (2004) and later went on to play a role in Don Muthu Swami (2008). He is best known for the lead role of the Hindu god Shiva in the popular television series Devon Ke Dev – Mahadev and Mahabharat, prior to which he had acted in television soap operas including Chehra (2009) and Ganga Kii Dheej (2010).",https://en.wikipedia.org/wiki/Mohit_Raina,32.7185614,74.8580917
131,Jamnagar,Ajay Jadeja,1205620,"Ajaysinhji Jadeja  (pronunciation  born 1 February 1971), known as Ajay Jadeja, is an Indian former professional cricketer, who was a regular member of the Indian cricket team between 1992 and 2000. He played 15 Test matches and 196 One Day Internationals for India.
His cricketing achievements were overshadowed by a five-year ban for match-fixing. The ban was later quashed by the Delhi High Court on 27 January 2003, making Jadeja eligible to play domestic and international cricket. He was most remembered for hitting and quick finishing of the overs in late 1990s.",https://en.wikipedia.org/wiki/Ajay_Jadeja,22.4732415,70.0552102
132,Jamshedpur,R. Madhavan,4926695,"R. Madhavan (born 1 June 1970) is an Indian actor, writer and film producer who predominantly appears in Tamil and Hindi language films. He has received four Filmfare Awards and an award from the Tamil Nadu State Film Awards along with recognition and nominations from other organisations. He has been described as one of the few actors in India who is able to achieve pan-Indian appeal, having appeared in films from seven different languages.Madhavan began his acting career with television guest appearances, including a role on the Zee TV prime-time soap opera Banegi Apni Baat in 1994. After appearing in commercials and in small roles, he later gained recognition in the Tamil film industry through Mani Ratnam's successful romance film Alaipayuthey (2000). Madhavan soon developed an image as a romantic hero with notable roles in two of 2001's highest grossing Tamil films, Gautham Menon's directorial debut Minnale and Madras Talkies' Dumm Dumm Dumm. He worked with Mani Ratnam again in the critically acclaimed 2002 film Kannathil Muthamittal playing the father of an adopted girl, whilst he achieved commercial success with his role in N. Linguswamy's action film, Run (2002). Madhavan was cast alongside Kamal Haasan in the 2003 drama Anbe Sivam, which earned him two notable awards for Best Supporting Actor. In 2004, he gave a critically acclaimed performance as the antagonist in the multi-starrer Aayutha Ezhuthu and the film secured him his first Filmfare Award for the intense portrayal of a rogue.
In the mid-2000s, Madhavan also actively pursued a career in Hindi films, by appearing in supporting roles in three highly successful productions, Rakeysh Omprakash Mehra's Rang De Basanti (2006), Mani Ratnam's biopic Guru (2007) and Rajkumar Hirani's 3 Idiots (2009), which went on to become the highest grossing Indian film of all time upon release. He simultaneously worked on Tamil films, gaining critical acclaim for his portrayal of a vigilante in his home production Evano Oruvan (2007) and for the successful bilingual horror film, Yavarum Nalam (2009). After appearing in further box office hits, Tanu Weds Manu (2011) and Vettai (2012), Madhavan took a break from acting. Returning after a three-year sabbatical in 2015, his comeback films, the romantic-comedy Tanu Weds Manu Returns (2015), the bilingual sports drama Irudhi Suttru (2016) and the crime film Vikram Vedha (2017) all won critical and commercial acclaim. His performance as a boorish boxing coach in Irudhi Suttru fetched him Best Actor awards at the Filmfare, IIFA and SIIMA award ceremonies.In addition to his acting career, Madhavan has worked as a writer on his films, hosted television programs and has been a prominent celebrity endorser for brands and products. He has also worked as a film producer, first making Evano Oruvan with Leukos Films, before setting up Tricolour Films to produce Saala Khadoos (2016). Madhavan is noted for his philanthropic activities and promotes various causes such as environment, health, and education. He is particularly vocal about the protection of animals and was awarded PETA's Person of the Year recognition in 2011.

",https://en.wikipedia.org/wiki/R._Madhavan,22.8015194,86.2029579
133,Jhabua,Kantilal Bhuria,49201,"Kantilal Bhuria (born 1 June 1950) is an Indian politician and a member of  Indian National Congress and was till July 2011 the Minister of Tribal Affairs of the Republic of India. He had been promoted to the rank of cabinet minister in the United Progressive Alliance-2 government, led by the Prime Minister Manmohan Singh in 2009. Earlier, he was the Minister of State in the Ministry of Agriculture and Minister of State in the Ministry of Consumer Affairs, Food and Public Distribution. His successor, the new Minister of Tribal Affairs is V Kishore Chandra Deo, another Congressman.

Bhuria was elected to the Lok Sabha in 1998, 1999 and 2004 from Jhabua constituency in Madhya Pradesh and in 2009 and 2015 from Ratlam.",https://en.wikipedia.org/wiki/Kantilal_Bhuria,22.88585225,74.72513368804519
134,Jhansi,Dhyan Chand,2171747,"Major Dhyan Chand (29 August 1905 – 3 December 1979) was an Indian hockey player and one of the greatest hockey players in the history of the sport. He was known for his extraordinary goal-scoring feats, in addition to earning three Olympic gold medals, in 1928, 1932 and 1936, during an era where India dominated field hockey. His influence extended beyond these victories, as India won the field hockey event in seven out of eight Olympics from 1928 to 1964. 
Known as The Wizard or The Magician of hockey for his superb ball control, Chand played internationally from 1926 to 1949; he scored 570 goals in 185 matches according to his autobiography, Goal. The Government of India awarded Chand India's third highest civilian honour of Padma Bhushan in 1956. His birthday, 29 August, is celebrated as National Sports Day in India every year.",https://en.wikipedia.org/wiki/Dhyan_Chand,25.531031149999997,78.65268901605349
135,Jodhpur,Mithali Raj,3332039,"Mithali Dorai Raj (born 3 December 1982) is an Indian cricketer and the captain of the Indian women's national cricket team. A right-handed opening batter, she is often regarded as India's greatest female batter.
She is the highest run-scorer in women's international cricket and the only female cricketer to surpass the 6,000 run mark in Women's One Day International matches. she is the first player to score seven consecutive 50s in ODIs. Raj also holds the record for most half-centuries in WODIs. In June 2018 during the 2018 Women's Twenty20 Asia Cup, she became the first player from India (either male or female) to score 2000 runs in T20Is, and also became the first woman cricketer to reach 2002 WT20I runs.In 2005, she became the captain of the side. Raj is the only player (male or female) to have captained India in more than one ICC ODI World Cup final, doing so twice in 2005 and 2017. On 1 February 2019, during India's series against New Zealand Women, Raj became the first woman to play in 200 ODI matches. In September 2019, she announced her retirement from T20Is to focus on ODI cricket. The former captain Mithali Raj became the first woman to complete 20 years in international cricket.She is the recipient of several awards, including the Wisden Leading Woman Cricketer in the World in 2017. She was awarded the Arjuna Award in 2003, and the Padma Shri in 2015, both by the Government of India.",https://en.wikipedia.org/wiki/Mithali_Raj,26.2967719,73.0351433
136,Junagadh,Parveen Babi,3024948,"Parveen Babi (4 April 1949 – 20 January 2005) was an Indian film actress, model, and an interior designer. She is most remembered for her appearances in several commercially-successful films, and playing mostly bold roles throughout the 1970s and early 1980s. Regarded as one of the most glamorous actresses throughout Hindi cinema, she was also one of the highest paid actresses of her time.
With a film career spanning 15 years, Babi appeared in more than 50 Hindi films with a variety of genres. She made her debut in 1973 with the film Charitra, and had her breakthrough with the films Majboor (1974) and Deewaar (1975), where she then garnered the reputation of a successful actress. Babi was notorious for breaking various cultures and stereotypes among few actresses, and was also the first Indian to have appeared on the cover of Time magazine.
Babi retired from the film industry in 1985. She had remained unmarried after a string of relationships with Kabir Bedi, Danny Denzongpa and Mahesh Bhatt. She was diagnosed with diabetes later in her life, and died of multiple organ failure on 20 January 2005.",https://en.wikipedia.org/wiki/Parveen_Babi,21.518558900000002,70.45917211724378
137,Kadapa,Amzath Basha Shaik Bepari,29790,"Amzath Basha Shaik Bepari is an Indian politician who is the 12th and current Deputy Chief Minister of Andhra Pradesh and MLA from Kadapa. 
He belongs to the YSRCP. He started his political career as a Corporator from Kadapa Municipal Corporation in 2009 under YSR Rule and later elected as MLA with more than 30,000 majority in 2014 Elections. He continued his loyalty with Y. S. Jaganmohan Reddy and now have won with more than 50,000 majority from Kadapa constituency, the fourth highest majority in the State Assembly elections. He is from the Business family namely called as ""Haroon sab"" family. He completed his school education in Nirmala English Medium School and Intermediate from St.Joseph Jr college and studied the Graduation at Govt Arts College, Kadapa.In 2019, he became one of the five Deputy Chief Minister of Andhra Pradesh in the Y. S. Jaganmohan Reddy led cabinet and was also given a charge of Minister of Minority welfare.",https://en.wikipedia.org/wiki/Amzath_Basha_Shaik_Bepari,14.4752936,78.8216861
138,Kakinada,Hanuma Vihari,647158,"Hanuma Vihari (born 13 October 1993) is an Indian cricketer who plays for Andhra in Indian domestic cricket. A right-handed batsman and occasional right-arm off break bowler, he was a member of the India Under-19 cricket team that won the 2012 ICC Under-19 Cricket World Cup in Australia. He made his Test debut for India in September 2018.",https://en.wikipedia.org/wiki/Hanuma_Vihari,16.9437385,82.2350607
139,Kalyan-Dombivli,Pranav Dhanawade,344968,"Pranav Dhanawade (born 2000) is an Indian cricketer from Kalyan, Maharashtra. Batting in one innings, stretching over 4 and 5 January 2016, he became the first person to score more than 1,000 runs in one innings in an officially recognised match. He scored 1,009 not out, from 323 balls, for K. C. Gandhi High School of the Kalyan administrative district. Dhanawade broke the 116-year-old record of 628 not out, set by the English schoolboy A. E. J. Collins in 1899.On day two of their first innings, with only 5 of 11 players having batted, the K. C. Gandhi team declared on 1,465/3, also a world record. The match was one sided, with the opposition, Arya Gurukul School, only scoring 31 runs in their first innings and 52 in their second.",https://en.wikipedia.org/wiki/Pranav_Dhanawade,19.2334875,73.1182464
140,Kamarhati,Madan Mitra,134771,"Madan Mitra (born 3 December 1954)is an Indian politician and social worker. Madan Mitra started his career with party Indian National Congress. He held many positions of Indian Youth Congress, the party's youth wing. In 1998, he joined All India Trinamool Congress party, founded by his colleague Mamata Banerjee. In 2011, he was elected to the legislative assembly and became a state minister. Mitra is an accused in the Saradha Group financial scandal. He was arrested in 2014 and was released on bail in 2016. In 2016, he lost the state assembly election.",https://en.wikipedia.org/wiki/Madan_Mitra,22.670728150000002,88.37634179859893
141,"Kangra, Himachal Pradesh",14th Dalai Lama,6270155,"The 14th Dalai Lama (religious name: Tenzin Gyatso, shortened from Jetsun Jamphel Ngawang Lobsang Yeshe Tenzin Gyatso; born Lhamo Dhondup, 6 July 1935) is the current Dalai Lama. Dalai Lamas are important monks of the Gelug school, the newest school of Tibetan Buddhism, which was formally headed by the Ganden Tripas. From the time of the 5th Dalai Lama to 1959, the central government of Tibet, the Ganden Phodrang, invested the position of Dalai Lama with temporal duties.The 14th Dalai Lama was born in Taktser, Qinghai, Republic of China. He was selected as the tulku of the 13th Dalai Lama in 1937 and formally recognized as the 14th Dalai Lama in a public declaration near the town of Bumchen in 1939. On 26 January 1940, the Regent Reting Rinpoche requested the Central Government to exempt Tenzin Gyatso from the lot-drawing process of the Golden Urn to become the 14th Dalai Lama. The request was approved by the Central Government. His enthronement ceremony as the Dalai Lama was held in Lhasa on 22 February 1940 and he eventually assumed full temporal (political) duties on 17 November 1950, at the age of 15, after the People's Republic of China's occupation of Tibet. The Gelug school's government administered an area roughly corresponding to the Tibet Autonomous Region, just as the nascent PRC wished to assert control over it.
During the 1959 Tibetan uprising, the Dalai Lama fled to India, where he currently lives as a refugee. He has traveled the world and has spoken about the welfare of Tibetans, environment, economics, women's rights, nonviolence, interfaith dialogue, physics, astronomy, Buddhism and science, cognitive neuroscience, reproductive health and sexuality, along with various topics of Mahayana and Vajrayana Buddhist teachings.  A recipient of the Nobel Peace Prize in 1989 and the US Congressional Gold Medal in 2006, Time magazine named him one of the ""Children of Mahatma Gandhi"" and Gandhi's spiritual heir to nonviolence.",https://en.wikipedia.org/wiki/14th_Dalai_Lama,32.166667,76.25
142,Kannur,Sahal Abdul Samad,152084,"Sahal Abdul Samad (born 1 April 1997) is an Indian professional  footballer ,who plays as a midfielder for Indian Super League club Kerala Blasters and the Indian national team.

",https://en.wikipedia.org/wiki/Sahal_Abdul_Samad,11.8762254,75.3738043
143,Kanpur,Atal Bihari Vajpayee,10530581,"Atal Bihari Vajpayee (Hindustani pronunciation: [əʈəl bɪhaːɾiː ʋaːdʒpai]; 25 December 1924 – 16 August 2018) was an Indian politician, statesman and poet. He served three terms as the Prime Minister of India, first for a term of 13 days in 1996, then for a period of 13 months from 1998 to 1999, followed by a full term from 1999 to 2004. A member of the Bharatiya Janata Party (BJP), he was the first Indian prime minister not of the Indian National Congress party to have served a full five-year term in office.
He was a member of the Indian Parliament for over five decades, having been elected ten times to the Lok Sabha, the lower house, and twice to the Rajya Sabha, the upper house. He served as the Member of Parliament for Lucknow, retiring from active politics in 2009 due to health concerns. He was among the founding members of the Bharatiya Jana Sangh (BJS), of which he was president from 1968 to 1972. The BJS merged with several other parties to form the Janata Party, which won the 1977 general election. In March 1977, Vajpayee became the Minister of External Affairs in the cabinet of Prime Minister Morarji Desai. He resigned in 1979, and the Janata alliance collapsed soon after. Former members of the BJS formed the BJP in 1980, with Vajpayee its first president.
During his tenure as prime minister, India carried out the Pokhran-II nuclear tests in 1998. Vajpayee sought to improve diplomatic relations with Pakistan, travelling to Lahore by bus to meet with Prime Minister Nawaz Sharif. After the 1999 Kargil War with Pakistan, he sought to restore relations through engagement with President Pervez Musharraf, inviting him to India for a summit at Agra.
The administration of Narendra Modi declared in 2014 that Vajpayee's birthday, 25 December, would be marked as Good Governance Day. In 2015, he was conferred India's highest civilian honour, the Bharat Ratna, by the President of India, Pranab Mukherjee. He died on 16 August 2018 of age-related illness.

",https://en.wikipedia.org/wiki/Atal_Bihari_Vajpayee,26.4609135,80.3217588
144,Karimnagar,Harish Shankar,527222,"Sanganabhatla Harish Shankar is an Indian film screenwriter, dialogue writer, actor and director known for his works exclusively in Telugu cinema, and Telugu theater. He made his directorial debut with Shock (2006), produced by Ram Gopal Varma.He has directed Mirapakay (2011), Gabbar Singh (2012); for which he received the SIIMA Award for Best Director, and CineMAA Award for Best Director. Gabbar Singh grossed ₹150 crore (US$21 million) worldwide, becoming one of the highest grossing Telugu films at the time. Ramayya Vasthavayya (2013) grossed a worldwide share of ₹309 million (US$4.3 million) and Duvvada Jagannadham (2017) grossed ₹ 115.10 crore, both of which were directed by him.",https://en.wikipedia.org/wiki/Harish_Shankar,18.4346438,79.1322648
145,Karnal,Kalpana Chawla,7035663,"Kalpana Chawla (March 17, 1962 – February 1, 2003) was an American astronaut, engineer, and the first woman of Indian origin to go to space. She first flew on Space Shuttle Columbia in 1997 as a mission specialist and primary robotic arm operator. In 2003, Chawla was one of the seven crew members who died in the Space Shuttle Columbia disaster when the spacecraft disintegrated during its re-entry into the Earth's atmosphere. Chawla was posthumously awarded the Congressional Space Medal of Honor, and several streets, universities and institutions have been named in her honor. She is regarded as a national hero in India.",https://en.wikipedia.org/wiki/Kalpana_Chawla,29.6803266,76.9896254
146,Katihar,Sitaram Kesri,279189,Sitaram Kesri (15 November 1919 – 24 October 2000) was an Indian politician and parliamentarian. He became a union minister and served as President of the Indian National Congress from 1996 to 1998.,https://en.wikipedia.org/wiki/Sitaram_Kesri,25.560900349999997,87.64765353997149
147,Katni,Sanjay Pathak,64591,"Sanjay Pathak was a State Minister of Madhya Pradesh, Government of Madhya Pradesh and three time MLA from Vijayraghavgarh constituency of Katni District in Madhya Pradesh State, India. Pathak and his family members are involved in multiple social and mythological activities and supporting society to grow as well encouraging the educational sector.",https://en.wikipedia.org/wiki/Sanjay_Pathak,23.8339621,80.392456
148,Khammam,Srinivasa Reddy,494860,"Srinivas Reddy is a Telugu comedian, actor, producer and director. He was born in Khammam, Andhra Pradesh, now Telangana, India.He made his debut as an actor in the film Ishtam (2001).
He played significant roles in Idiot, Venky and Darling. He also played a lead role in Geethanjali. He turned director for Bhagyanagara Veedhullo Gammathu (2019).

",https://en.wikipedia.org/wiki/Srinivasa_Reddy,17.5,80.333333
149,Khandwa,Shaan (singer),1813851,"Shantanu Mukherjee (born 30 September 1972), known as Shaan, is an Indian playback singer active in Hindi, Bengali, Marathi, Urdu, Telugu and Kannada films and a television host. He hosted the shows Sa Re Ga Ma Pa, Sa Re Ga Ma Pa L'il Champs, Star Voice of India and STAR Voice of India 2. In Music Ka Maha Muqabla, his team, Shaan's Strikers, finished as the runners up to Shankar Mahadevan's team. He has also sung many Nepali and Pakistani songs.
He is considered as one of the most popular voices for romantic as well as melodious songs and is one of the most versatile singers. He has sung songs of different genres such as pop, sad songs, patriotic, jazz, ghazals, hip-hop, rock and many more. He has sung songs in Konkani, Kannada, Bengali, Punjabi, Nepali, English, Hindi, Oriya, Tamil, Malayalam, Telugu, Marathi and Assamese. He also started his career at a very young age of 17 years in the year 1989. He has been showered with titles such as ""Golden Voice of India"", ""Voice of Paradise"", ""Magician of Melody"", and ""Voice of Youth"". He appeared as a judge in Sa Re Ga Ma Pa L'il Champs 2014–2015 and The Voice India Kids 2016. In 2015 and 2016, Shaan was the winning coach in each of the first two seasons of The Voice. In 2016, in The Voice India Kids, he was the coach of the runner-up contestant.",https://en.wikipedia.org/wiki/Shaan_(singer),21.9778642,76.5688282326971
150,Khargone,Ahilyabai Holkar,726388,"Maharani Ahilyabai Holkar (31 May 1725 – 13 August 1795) was the Holkar Queen of the Maratha Malwa kingdom, India. Rajmata Ahilyabai was born in the village of Chondi in Jamkhed, Ahmednagar, Maharashtra. She moved the capital to Maheshwar south of Indore on the Narmada River.
Ahilyabai's husband Khanderao Holkar was killed in the battle of Kumbher in 1754. Twelve years later, her father-in-law, Malhar Rao Holkar, died. A year after that she was crowned as the queen of the Malwa kingdom. She tried to protect her kingdom from plundering invaders. She personally led armies into battle. She appointed Tukoji Rao Holkar as the Chief of Army.
Rani Ahilyabai was a great pioneer and builder of Hindu temples. She built hundreds of temples and Dharmashalas throughout India.",https://en.wikipedia.org/wiki/Ahilyabai_Holkar,21.8187743,75.6064577
151,Kochi,Anna Ben,186204,"Anna Ben is an Indian film actress and model, who primarily works in Malayalam-language films. Her debut film was Kumbalangi Nights, in which her performance was well received by the critics and fans. She is the recipient of two Vanitha Film Awards and an Asianet Film Award for Kumbalangi Nights. She also received a CPC Cine Award for Helen, her second film.",https://en.wikipedia.org/wiki/Anna_Ben,33.6569018,133.5606241
152,Kodarma,Neera Yadav (politician),50976,"Dr. Neera Yadav is a leader of Bharatiya Janata Party Jharkhand. She was born on 8 August 1971. Mr. Vijay Yadav is her father. She is a member of Jharkhand Legislative Assembly from Kodarma (Vidhan Sabha constituency). She is a doctorate from Vinoba Bhave University . She completed M.Com in 1996 and B. Ed in 2009 from Ranchi University. She used to teach commerce at an intermediate college in Koderma.
she has served as education minister of Jharkhand (2014-2019).

",https://en.wikipedia.org/wiki/Neera_Yadav_(politician),24.54215575,85.6932396589306
153,Kolhapur,Nilesh Sable,339424,"Nilesh Sable is a Marathi television show host and film actor from Maharashtra, India. He is the host of the Marathi TV show Chala Hawa Yeu Dya.",https://en.wikipedia.org/wiki/Nilesh_Sable,16.7028412,74.2405329
154,Kolkata,Swami Vivekananda,10187391,"Swami Vivekananda  (Bengali: [ʃami bibekanɔndo] (listen); 12 January 1863 – 4 July 1902), born Narendranath Datta (Bengali: [nɔrendronatʰ dɔto]), was an Indian Hindu monk, a chief disciple of the 19th-century Indian mystic Ramakrishna. He was a key figure in the introduction of the Indian philosophies of Vedanta and Yoga to the Western world and is credited with raising interfaith awareness, bringing Hinduism to the status of a major world religion during the late 19th century. He was a major force in the revival of Hinduism in India, and contributed to the concept of Indian nationalism as a tool of fight against the British empire in colonial India. Vivekananda founded the Ramakrishna Math and the Ramakrishna Mission. He is perhaps best known for his speech which began with the words -  ""Sisters and brothers of America ...,"" in which he introduced Hinduism at the Parliament of the World's Religions in Chicago in 1893.
Born into an aristocratic Bengali Kayastha family of Calcutta, Vivekananda was inclined towards spirituality. He was influenced by his guru, Ramakrishna, from whom he learnt that all living beings were an embodiment of the divine self; therefore, service to God could be rendered by service to humankind. After Ramakrishna's death, Vivekananda toured the Indian subcontinent extensively and acquired first-hand knowledge of the conditions prevailing in British India. He later travelled to the United States, representing India at the 1893 Parliament of the World's Religions. Vivekananda conducted hundreds of public and private lectures and classes, disseminating tenets of Hindu philosophy in the United States, England and Europe. In India, Vivekananda is regarded as a patriotic saint, and his birthday is celebrated as National Youth Day.",https://en.wikipedia.org/wiki/Swami_Vivekananda,22.54541245,88.3567751581234
155,Kollam,Eugene Pandala,55958,"Eugene Pandala is an Indian architect, known for building with values of environmental sustainability.",https://en.wikipedia.org/wiki/Eugene_Pandala,8.8870537,76.5907058
156,Korba,Ahlem Belhadj,67105,"Ahlem Belhadj is a Tunisian psychiatrist and women's rights campaigner.  Serving at various times as president, chair and director of the Tunisian Association of Democratic Women (ATFD), Belhadj campaigns for better treatment of women in Tunisia.  She successfully fought for the right of women and children to apply for passports without permission of their husband/father.  Belhadj led a march of thousands of women against President Zine El Abidine Ben Ali during the 2011 Tunisian Revolution.  She is the 2012 winner of the Simone de Beauvoir Prize and placed 18th on Foreign Policy's 2012 list of global thinkers",https://en.wikipedia.org/wiki/Ahlem_Belhadj,22.51976955,82.62951462416818
157,"Kota, Rajasthan",Shreya Ghoshal,6121290,"Shreya Ghoshal (born 12 March 1984) is an Indian singer, composer and music producer. She has received four National Film Awards, four Kerala State Film Awards, two Tamil Nadu State Film Awards, seven Filmfare Awards including six for Best Female Playback Singer and ten Filmfare Awards South. She has recorded songs for film music and albums in various Indian languages and has established herself as a leading playback singer of Indian cinema.
Ghoshal aspired to become a playback singer from an early age. At the age of four, she started learning music. At the age of six, she started her formal training in classical music. At the age of sixteen, she was noticed by the mother of film-maker Sanjay Leela Bhansali when she entered and won the television singing reality show Sa Re Ga Ma. Following that, she made her Bollywood playback singing debut with Bhansali's romantic drama Devdas (2002) for which she received a National Film Award, a Filmfare Award for Best Female Playback Singer and a Filmfare RD Burman Award for New Music Talent.
Apart from playback singing, Ghoshal has appeared as a judge on several television reality shows and she also appears in music videos. She performs in musical concerts around the world. She has been honored by the United States state of Ohio, where Governor Ted Strickland declared 26 June 2010 as ""Shreya Ghoshal Day"". In April 2013, she was honoured in London by the selected members of House of Commons of the United Kingdom. She also featured five times in the Forbes list of the top 100 celebrities from India. In 2017, Ghoshal became the first Indian singer to have her wax figurine in Madame Tussauds Museum.",https://en.wikipedia.org/wiki/Shreya_Ghoshal,25.1968256,76.00089330885552
158,Kottayam,Jacob Thomas (police officer),24014,"Jacob Thomas (born 1960) is an Indian Police Service officer, writer, researcher and a former director of the Institute of Management in Government (IMG), the apex training institute of the Government of Kerala. He is also a former Director General of Vigilance and Anti Corruption Bureau (VACB), Kerala, and a recipient of the President's Police Medal for meritorious service as well as the Newsmaker of the Year Award of Malayala Manorama.",https://en.wikipedia.org/wiki/Jacob_Thomas_(police_officer),9.62857045,76.6455250291479
159,Kozhikode,Sandeep Unnikrishnan,676790,"Sandeep Unnikrishnan (15 March 1977 – 28 November 2008) was an officer in the Indian Army serving in the elite Special Action Group of the National Security Guards. He was martyred in action during the November 2008 Mumbai attacks. He was consequently awarded the Ashoka Chakra, India's highest peacetime gallantry award, on 26 January 2009 by the president Pratibha Patil.",https://en.wikipedia.org/wiki/Sandeep_Unnikrishnan,11.2446144,75.7759372
160,Krishnagar,Soumitra Chatterjee,857019,"Soumitra Chatterjee or Soumitra Chattopadhyay (Shoumitro Chôttopaddhae; born 19 January 1935) is an Indian film and stage actor, reciter, poet and artist. He is best known for his collaborations with Oscar-winning film director Satyajit Ray, with whom he worked in fourteen films. Soumitra Chattopadhyay is also the first Indian film personality conferred with the Ordre des Arts et des Lettres, France's highest award for artists. He is also the winner of the Dadasaheb Phalke Award which is India's highest award for cinema. In 2018 exactly thirty years after auteur Satyajit Ray was honoured with France's highest civilian award, the coveted Legion of Honor, thespian Soumitra Chatterjee, arguably, the most prominent face of Ray's films, also received the prestigious award as the first ever Indian actor.Starting with his debut film, Apur Sansar (The World of Apu, 1959), the third part of Apu Trilogy, he went on to work in several notable films with Ray, including Abhijan (The Expedition, 1962), Charulata (The Lonely Wife, 1964), Aranyer Din Ratri (Days and Nights in the Forest, 1969); Ashani Sanket (Distant Thunder, 1973); Sonar Kella (The Fortress, 1974) as Feluda and Joi Baba Felunath (The Elephant God, 1978) as Feluda; Heerak Rajar Deshe(1980), Ghare Baire (The Home and The World, 1984) and Ganashatru (Enemy of the People, 1989). Meanwhile, he also worked with other noted directors of Bengali cinema, with Mrinal Sen in Akash Kusum (Up in the Clouds, 1965), Tapan Sinha in Kshudhita Pashan (Hungry Stones, 1960), Jhinder Bandi (1961), Asit Sen in Swaralipi (1961), Ajoy Kar in Saat Pake Bandha (1963), Parineeta (1969), and Tarun Mazumdar in Sansar Simante (1975) and Ganadevata (1978). He acted more than 210 films in his career till 2016. He also received critical favour for his directorial venture Streer Patra which is based on the story of the same name by Tagore.He was awarded the Padma Bhushan by the Government of India in 2004.In 2012, he received the Dadasaheb Phalke Award, India's highest award in cinema given by the government of India for lifetime achievement. He has won two National Film Awards as an actor, and as an actor in Bengali theatre, he received the Sangeet Natak Akademi Award in 1998, given by the Sangeet Natak Akademi, India's National Academy of Music, Dance and Drama. In 2013, IBN LIVE named him as one of ""The men who changed the face of the Indian Cinema"". In 2014, he received the introductory Filmfare Awards East for Best Male Actor (Critics) for his role in Rupkatha Noy. He won 7 Filmfare Awards. In 2006 he won the National Film Award for Best Actor for the film Podokkhep.",https://en.wikipedia.org/wiki/Soumitra_Chatterjee,22.1933093,88.6951287
